software	model	objective	gene	status	value
cbmpy	iDS372.xml	obj	G_spr0384	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0386	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0387	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0388	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0401	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0402	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0403	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0404	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0406	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0407	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0409	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0410	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0413	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0415	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0421	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0424	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0425	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0426	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0429	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0431	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0433	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0434	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0438	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0439	optimal	-0.0
cbmpy	iDS372.xml	obj	G_spr0441	optimal	0.394623
cbmpy	iDS372.xml	obj	G_spr0444	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0505	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0515	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0530	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0532	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0533	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0540	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0541	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0544	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0546	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0551	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0565	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0573	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0582	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0584	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0585	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0586	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0603	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0604	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0613	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0614	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0623	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0624	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0627	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0642	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0647	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0654	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0655	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0660	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0661	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0668	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0671	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0691	optimal	1.209287
cbmpy	iDS372.xml	obj	G_spr0701	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0704	optimal	1.207176
cbmpy	iDS372.xml	obj	G_spr0710	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0727	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0729	optimal	1.209451
cbmpy	iDS372.xml	obj	G_spr0731	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0732	optimal	1.209407
cbmpy	iDS372.xml	obj	G_spr0734	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0738	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0741	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0745	optimal	1.209407
cbmpy	iDS372.xml	obj	G_spr0746	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0749	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0750	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0758	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0770	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0776	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0779	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0780	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0789	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0796	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0797	optimal	0.84144
cbmpy	iDS372.xml	obj	G_spr0814	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0816	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0819	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0822	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0832	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0833	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0834	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0835	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0845	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0866	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0870	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0873	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0875	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0877	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0887	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0891	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0894	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0918	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0922	optimal	1.209407
cbmpy	iDS372.xml	obj	G_spr0928	optimal	1.206128
cbmpy	iDS372.xml	obj	G_spr0974	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0975	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0976	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0982	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr0983	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr0989	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1002	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1005	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1007	optimal	0.788614
cbmpy	iDS372.xml	obj	G_spr1017	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1028	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1036	infeasible	1.209508
cbmpy	iDS372.xml	obj	G_spr1048	optimal	1.205854
cbmpy	iDS372.xml	obj	G_spr1049	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1053	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1057	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1065	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1066	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1069	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1070	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1073	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1074	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1075	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1076	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1087	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1090	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1097	optimal	0.785112
cbmpy	iDS372.xml	obj	G_spr1100	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1109	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1110	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1111	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1112	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1120	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1122	optimal	1.207279
cbmpy	iDS372.xml	obj	G_spr1128	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1135	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1140	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1147	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1148	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1153	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1154	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1156	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1165	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1174	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1181	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1188	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1189	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1218	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1219	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1227	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1228	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1229	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1231	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1232	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1233	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1234	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1235	optimal	0.42315
cbmpy	iDS372.xml	obj	G_spr1242	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1243	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1244	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1247	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1265	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1272	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1276	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1277	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1290	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1300	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1312	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1315	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1321	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1322	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1323	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1344	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1351	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1355	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1358	optimal	1.207279
cbmpy	iDS372.xml	obj	G_spr1359	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1360	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1361	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1362	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1363	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1364	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1365	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1366	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1373	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1374	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1376	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1377	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1384	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1389	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1399	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1404	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1414	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1417	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1429	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1432	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1434	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1435	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1450	optimal	1.208415
cbmpy	iDS372.xml	obj	G_spr1456	optimal	1.209088
cbmpy	iDS372.xml	obj	G_spr1460	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1499	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1501	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1514	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1515	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1525	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1526	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1528	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1532	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1533	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1540	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1541	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1542	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1543	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1565	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1566	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1568	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1570	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1571	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1576	optimal	1.175721
cbmpy	iDS372.xml	obj	G_spr1583	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1592	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1597	optimal	1.202672
cbmpy	iDS372.xml	obj	G_spr1602	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1604	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1617	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1618	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1619	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1631	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1632	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1633	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1634	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1635	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1636	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1637	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1647	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1648	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1662	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1663	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1667	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1668	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1670	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1677	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1695	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1696	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1699	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1709	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1710	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1711	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1713	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1732	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1735	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1775	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1781	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1783	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1785	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1789	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1792	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1796	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1797	optimal	1.208379
cbmpy	iDS372.xml	obj	G_spr1808	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1812	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1818	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1823	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1825	optimal	0.394623
cbmpy	iDS372.xml	obj	G_spr1834	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1837	optimal	0.809865
cbmpy	iDS372.xml	obj	G_spr1841	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1854	optimal	0.788614
cbmpy	iDS372.xml	obj	G_spr1866	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1867	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1878	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1882	infeasible	1.209508
cbmpy	iDS372.xml	obj	G_spr1887	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1897	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1902	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1903	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1906	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1907	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1909	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr1919	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1920	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1935	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1936	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1937	optimal	1.205678
cbmpy	iDS372.xml	obj	G_spr1958	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1959	optimal	1.204856
cbmpy	iDS372.xml	obj	G_spr1963	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1967	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1968	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1981	optimal	1.162315
cbmpy	iDS372.xml	obj	G_spr1988	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr1991	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr2004	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr2024	optimal	1.209508
cbmpy	iDS372.xml	obj	G_spr2027	optimal	0.0
cbmpy	iDS372.xml	obj	G_spr2033	optimal	1.209508
